,text,target
1212,He was called upon 26 times more than all of the other combined and delivered 145 yards,brown_university_corpus
1213,Who do I request the wheelchair for when the plane lands?,airline_corpus
1214,A quick touchdown resulted,brown_university_corpus
1215,"I need an accessibility service. May I have a wheelchair, please",airline_corpus
1216,The early Southwest Conference football leaders Texas Arkansas and Texas A M made a big dent in the statistics last week,brown_university_corpus
1217,"I could give a coffee, and I could indicate where is the notice of the flight",airline_corpus
1218,Arkansas combined 280 yards rushing with 64 yards passing on 5 completions in 7 tosses and a tough defense to whip TCU and A M with a bulge against Texas Tech ran up its biggest total loop play since 1950,brown_university_corpus
1219,What does the travel advisory say?,airline_corpus
1220,Texas leads in rushing averages 355 yards and passing 149 to 126 but idle Baylor has the best defensive record yards per game to 189,brown_university_corpus
1222,Not satisfied with various unofficial checks on the liveliness of baseballs currently in use the major leagues have ordered their own tests which are in progress at Massachusetts Institute of Technology,brown_university_corpus
1223,Tell me is there any guides out there where we're going,airline_corpus
1224,The husky lefthander was in command all the way before an audience of only 949 and countless of television viewers in the Denver area,brown_university_corpus
1225,where are the warnings,airline_corpus
1226,They now lead Louisville by a full game on top of the American Association pack,brown_university_corpus
1227,hi could you please tell me again the information that i did not understand,airline_corpus
1228,He has given only the one pass in his 27 innings an unusual characteristic for a southpaw,brown_university_corpus
1229,Is there a travel advisory to the country?,airline_corpus
1230,Dick McAuliffe cracked the first of his two doubles against Lefty Don Rudolph to open the attack,brown_university_corpus
1231,can I find out if there is a travel consultation in the place I'm flying to,airline_corpus
1232,Alusik then moved Cooke across with a line drive to left,brown_university_corpus
1233,hi could you please tell me again the information that i did not understand,airline_corpus
1234,The Bears added two more in the fifth when McAuliffe dropped a double into the leftfield corner Paschal doubled down the rightfield line and Cooke singled off Phil glove,brown_university_corpus
1235,What is the travel advisory available in the flight.,airline_corpus
1236,Chuck Hinton tripled to the rightfield corner Cliff Cook and Dan Pavletich singled and infield roller accounted for the tallies,brown_university_corpus
1237,I need to know if you have a travel notice for miami !!,airline_corpus
1238,Gaines hammered the ball over the left fence for the third Indianapolis run in the ninth,brown_university_corpus
1239,Are there any tips you want to teach me?,airline_corpus
1240,Chico Ruiz made a spectacular play on grounder in the hole in the fourth and Wert came up with some good stops and showed a strong arm at third base,brown_university_corpus
1241,when i reach my distination are there any travel advisory there,airline_corpus
1242,Cliff Cook accounted for three of the eight hits,brown_university_corpus
1243,"I need information about that, please.",airline_corpus
1244,The infield was well flooded but the expanded outfield was much too dark,brown_university_corpus
1245,how can I get my frequent flyer number,airline_corpus
1246,Among the spectators was the noted exotic dancer Patti Waggin who is Don Rudolph when off the stage,brown_university_corpus
1247,I can't find it in my documents,airline_corpus
1248,Ed Donnelly is still bothered by a side injury and will miss his starting turn,brown_university_corpus
1249,What's my member number for frequent flier miles?,airline_corpus
1250,Kenny Lane of Muskegon seventh ranked lightweight had little trouble in taking a unanimous decision over Rip Randall of Tyler here Monday night,brown_university_corpus
1251,I need some requirement to get it,airline_corpus
1252,Billy line double which just eluded the diving Minnie Minoso in left field drove in Jim Lemon with the winning run with two out in the last of the ninth to give the Minnesota Twins a victory over the Chicago White Sox Monday,brown_university_corpus
1253,Can you give my frequent flier number?,airline_corpus
1254,He came all the way around on hit before 5777 fans,brown_university_corpus
1255,What if I don't get my frequent flyer number?,airline_corpus
1256,Turk Lown was tagged with the loss his second against no victories while Ray Moore won his second game against a single loss,brown_university_corpus
1257,May I have my  frequent flier number?,airline_corpus
1258,The White Sox had taken a lead in the top of the sixth on a pair of pop fly hits a triple by Roy Sievers and single by Camilo Carreon a walk and a sacrifice fly,brown_university_corpus
1259,could you please give me my travel number?,airline_corpus
1260,Al over left in the fourth his fourth homer of the campaign tied the score and first major league home run in the fifth put the Sox back in front,brown_university_corpus
1261,I am a frequent traveler could indicate my number,airline_corpus
1262,Ogden Utah May 1 AP,brown_university_corpus
1263,My frequent fier number is the same?,airline_corpus
1264,had it he told a newsman,brown_university_corpus
1265,Where can I find my frequent flier number?,airline_corpus
1266,This was the first word from Jensen on his sudden walkout,brown_university_corpus
1267,Can you help me get a new flight?,airline_corpus
1268,He took a midnight train out of Cleveland Saturday without an official word to anybody and has stayed away from newsmen on his train trip across the nation to Reno where his wife former Olympic Diving Champion Zoe Ann Olsen awaited,brown_university_corpus
1269,Where can I request my frequent flyer number?,airline_corpus
1270,The Union Pacific Railroad streamliner City of San Francisco stopped in Ogden Utah for a few minutes,brown_university_corpus
1271,Where can I check the frequent flyer number?,airline_corpus
1272,The conductor said to Ritchie I think you want to talk to him,brown_university_corpus
1273,Where do I get this number?,airline_corpus
1274,mad at the world,brown_university_corpus
1275,can you please give me  my frequent flier number ?,airline_corpus
1276,Ritchie walked up to him at the magazine stand,brown_university_corpus
1277,I did not understand what I was told by the customer service can I repeat it?,airline_corpus
1278,But he warmed up after a while,brown_university_corpus
1279,"I have difficulty understanding your language, please repeat slowly.",airline_corpus
1280,He said he had never talked to Liston,brown_university_corpus
1281,Could you repeat please?,airline_corpus
1282,I hit anymore,brown_university_corpus
1283,Could you repeat that?,airline_corpus
1284,I throw,brown_university_corpus
1285,hi could you please tell me again the information that i did not understand,airline_corpus
1286,Just when it seems baseball might be losing its grip on the masses up pops heroics to start millions of tongues to wagging,brown_university_corpus
1287,"I am sorry, but I did not catch you. Please repeat what you just said.",airline_corpus
1288,Both of course were remarkable feats and further embossed the fact that baseball rightfully is the national pastime,brown_university_corpus
1289,"Sorry I have not heard what you said, can you please tell it again?",airline_corpus
1290,It was a real stimulant to a lot of guys I know who have moved past the milestone,brown_university_corpus
1291,Can you repeat that again?,airline_corpus
1292,The modest and happy Spahn waved off his new laurels as one of those good days,brown_university_corpus
1293,how can you help me if i change my flight?,airline_corpus
1294,Yes with Bob Grove Carl Hubbell Herb Pennock Art Nehf Vernon Gomez et al,brown_university_corpus
1295,can he repeat what he said please ?,airline_corpus
1296,I remember his beardown performance in a meaningless exhibition game at Bears Stadium 14 1951 before a new record crowd for the period of,brown_university_corpus
1297,Can you help me get a new flight?,airline_corpus
1298,The spectacular Mays who reaches a decade in the big leagues come May 25 joined six other sluggers who walloped four home runs in a span of nine innings,brown_university_corpus
1299,Could you repeat what you just said?,airline_corpus
